pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
michael aspel,may surprised,wright,michael aspel,surprised,wright,tier2_semantic,0.9685
simpson,returned,mansion,simpson,returned to,his mansion,tier2_semantic,0.9683
sta,converted,flightworthy orbiter,sta,converted into,flightworthy orbiter,tier2_semantic,0.9681
second session,took place,november 12 1960,second session,taking place,november 12 1960,tier2_semantic,0.9679
policy,opposed,miners,policy,however opposed by,miners,tier2_semantic,0.9676
vice president,can be classified using,title,vice president,classified using,title,tier2_semantic,0.9675
diocese,erected as,prefecture apostolic hpyeng yang,diocese,originally erected as,prefecture apostolic hpyeng yang,tier2_semantic,0.9673
he,took,entire army,he,took his,entire army,tier2_semantic,0.9672
other people,can be classified using,title,people,can be classified using,title,tier2_semantic,0.9669
vendors,launched,consumer oriented motherboards,major vendors,launched,several consumer oriented motherboards,tier2_semantic,0.9669
town,surrounding villages,were hit two moderate earthquakes,two moderate earthquakes,hit,town surrounding villages,tier2_semantic,0.9668
nasser,took control of,interior ministry post,nasser,took control of,interior ministry,tier2_semantic,0.9667
commissioners,supervise,accountants,commissioners,would supervise,accountants,tier2_semantic,0.9667
it,started,modest beginnings,it,started from,modest beginnings,tier2_semantic,0.9666
samaritan ethnonym,not derived from,region samaria,samaritan ethnonym,according to samaritan tradition is not derived from,region samaria,tier2_semantic,0.9666
davis,switched,columbia record label,davis,switched to,major columbia record label,tier2_semantic,0.9666
he,able to,control his animal instincts,he,able to control,his animal instincts,tier2_semantic,0.9664
average magnetization vector,points,nonparallel direction,average magnetization vector,points in a,nonparallel direction,tier2_semantic,0.9664
kim,graduated,oberlin college,kim,graduated from,oberlin college,tier2_semantic,0.9663
philippine autonomy act 1916,provided for,greater autonomy philippines,philippine autonomy act 1916,provided for,greater autonomy philippines under american colonial rule,tier2_semantic,0.9661
false diamondback moths,known as,acrolepiidae,acrolepiidae family moths,also known as,false diamondback moths,tier2_semantic,0.9661
neighborhood,comprises,industrial residential harbor front area,neighborhood,comprises,older industrial harbor front area,tier2_semantic,0.966
it,unintelligible,standard chinese,it,unintelligible with,standard chinese,tier2_semantic,0.966
commissioners,supervise,generals,commissioners,would supervise,generals,tier2_semantic,0.9659
main street tunnel,located in,ontario,main street tunnel,located in,welland ontario canada,tier2_semantic,0.965
davis,released,25 singles,davis,released,about 25 singles,tier2_semantic,0.9649
willie henderson,produced,big r b sellers,willie henderson,produced,davis big r b sellers,tier2_semantic,0.9647
university library,can be found,second floor,extension university library,can be found,second floor,tier2_semantic,0.9642
he,won,charminar,he,won from,charminar,tier2_semantic,0.964
oilseed radish,can be used for,alleviate soil compaction,oilseed radish,can be grown to help alleviate,soil compaction,tier2_semantic,0.9637
sector,captured by,israel,israeli controlled sector,captured by,israel,tier2_semantic,0.9635
she,served,training ship,she,served as,training ship,tier2_semantic,0.9633
stuart pretenders,encouraged,britain s continental enemies,stuart pretenders,encouraged by,britain s continental enemies,tier2_semantic,0.9632
ballard,possessed,nearly,ballard,nearly possessed,one point,tier2_semantic,0.9632
squadrons,recalled,back active duty,squadrons,recalled back to,active duty,tier2_semantic,0.9632
wallonia,home to,about 80 population french community belgium,wallonia,home to about 80 of the,population french community belgium,tier2_semantic,0.9631
pakistan,incorporated,pakistan chrome mines ltd,pakistan chrome mines ltd,incorporated in,islamic republic pakistan,tier2_semantic,0.963
she,posted,moreton marsh,she,posted to,moreton marsh,tier2_semantic,0.9629
charles,delayed,declaring war,charles,however delayed declaring,war,tier2_semantic,0.9625
li hongzhi,may began,public teachings falun gong,li hongzhi,began,his public teachings falun gong,tier2_semantic,0.9622
oilseed radish,can be used for,scavenge nutrients,oilseed radish,can be grown to scavenge,nutrients,tier2_semantic,0.9622
systems philosophy,concerns,systems thinking,systems thinking,consistent with,systems philosophy,tier2_semantic,0.962
falun gong,compiled from,li s lectures,falun gong s teachings,compiled from,li s lectures,tier2_semantic,0.962
redhat,re implemented,stack smashing protection,redhat engineers,re implemented,stack smashing protection inclusion,tier2_semantic,0.962
moore,dropped,marciano,moore,briefly dropped,marciano,tier2_semantic,0.9619
mackenzie king,tenure,prime minister,mackenzie king,tenure as,prime minister,tier2_semantic,0.9618
us 258,diverge,northeast tarboro,us 258 nc 122,diverge,northeast tarboro,tier2_semantic,0.9617
black water,released,another hot 100 hit,black water,released as,b side another hot 100 hit,tier2_semantic,0.9614
font,contains,some recognized world symbols,font,contains as well,some recognized world symbols,tier2_semantic,0.9612
method,relies,inductive logic,method,relies heavily on,inductive logic,tier2_semantic,0.9611
hezbollah,launched,series rocket attacks raids,hezbollah,launched,series rocket attacks,tier2_semantic,0.961
arad,moved,united states,arad,moved to,united states,tier2_semantic,0.961
wardlaw hartridge students,attend,camp,many wardlaw hartridge students,attend,camp,tier2_semantic,0.9609
piffaro,performs,concert series,piffaro,generally performs,concert series,tier2_semantic,0.9605
lodge,houses,trail crew,lodge,also houses,trail crew,tier2_semantic,0.9603
spider man noir,a relationship with,felicia,felicia,like most incarnations a relationship with,spider man noir,tier2_semantic,0.9603
fowler s solution,may is made from,dilute arsenic,fowler s solution,made from,dilute arsenic,tier2_semantic,0.9601
european powers,gained a foothold,somalia,european powers,gained a foothold in,somalia,tier2_semantic,0.9597
he,appeared,game,he,appeared in,game,tier2_semantic,0.9595
us 258,intersects,nc 222,intersects,us 258,nc 222,tier2_semantic,0.9589
johns,appeared as,imperial officer,johns,also appeared as,imperial officer,tier2_semantic,0.9587
george bluth sr,former ceo,bluth company,george bluth sr,ceo of,bluth company,tier2_semantic,0.9586
2006 ram srt 10,came in,inferno red,redesigned 2006 ram srt 10,came in,inferno red,tier2_semantic,0.9584
marcus perperna,bore testimony,marcus aemilius scaurus,marcus perperna,bore testimony on behalf of,marcus aemilius scaurus,tier2_semantic,0.958
division,may raced to,civitavecchia,division,raced to,civitavecchia,tier2_semantic,0.9578
descartes,proposes,scientific reductionism,it,standing in contrast to,descartes s scientific reductionism,tier2_semantic,0.9578
modern educational methods,spread,throughout empire,modern educational methods,more widely spread,throughout empire,tier2_semantic,0.9577
george bluth sr,founder,bluth company,george bluth sr,the founder of,bluth company,tier2_semantic,0.9575
lower river,to be dredged,three times,lower river,to be dredged three times,two years,tier2_semantic,0.9572
nationals,became,less safe,it,became far less safe for,nationals,tier2_semantic,0.9571
he,played,kangaroos,he,played for,kangaroos,tier2_semantic,0.9571
beuerlein,no passing,then franchise record 373 yards,beuerlein,passing for,then franchise record 373 yards,tier2_semantic,0.9569
he,not possesses,neither patriarchal power nor heroic defiance,he,possessed of,neither patriarchal power nor heroic defiance,tier2_semantic,0.9566
robert charles jack russell,known,cricket wicketkeeping coach,robert charles jack russell mbe,now known for,his abilities cricket wicketkeeping coach,tier2_semantic,0.9566
bureau alcohol,tobacco,firearms explosives formed 1886,bureau alcohol tobacco firearms explosives,formed,1886,tier2_semantic,0.9564
swinburne,moves,theological,swinburne,moves to,theological,tier2_semantic,0.9561
burnham,died,86,burnham,died at the age of,86,tier2_semantic,0.9561
overseas chinese,ancestors,quanzhou area,many overseas chinese,ancestors from,quanzhou area,tier2_semantic,0.9557
he,tipped,presidential candidate,he,tipped as,presidential candidate,tier2_semantic,0.9557
salahuddin,won,independent,salahuddin,won as,independent candidate,tier2_semantic,0.9556
ram srt 10,came in,three colors,ram srt 10,excluding the special editions came in,three colors,tier2_semantic,0.9556
wardlaw hartridge students,attend,classes,many wardlaw hartridge students,attend,classes,tier2_semantic,0.9555
canal,dammed,river,canal,dammed off from,river,tier2_semantic,0.9554
oilseed radish,can be used for,suppress weeds,oilseed radish,can be grown to suppress,weeds,tier2_semantic,0.9552
pillars,decorations,according meenakshi temple madurai tamil nadu,pillars decorations,according to,meenakshi temple,tier2_semantic,0.9551
personnel,recalled,back active duty,personnel,recalled back to,active duty,tier2_semantic,0.9548
miami canal,bypassing,rapids,miami canal,dug bypassing,rapids,tier2_semantic,0.9546
he,returned,cleveland,he,returned to,cleveland,tier2_semantic,0.9545
function,replaces,basic rifleman position,specialized function,replaces in both cases,basic rifleman position,tier2_semantic,0.9544
album,promoted with,european tours,album,promoted with,tours,tier2_semantic,0.9543
new york city subway,became,symbol,new york city subway,became,symbol innovation,tier2_semantic,0.9542
dr pim,played,england,dr pim,played against,england,tier2_semantic,0.9542
crocodile,breaks,wall,crocodile,breaks through,wall,tier2_semantic,0.9538
he,began,second term lord chancellor,he,began a second term as,lord chancellor,tier2_semantic,0.9538
ballast tanks,equipped,ship s trim,ballast tanks,equipped to change,ship s trim,tier2_semantic,0.9537
plague,lasted,two years,outbreak plague,lasted,two years,tier2_semantic,0.9536
division,may raced to,rome,division,raced to,rome,tier2_semantic,0.9527
gideon rodan,taught,university connecticut school dental medicine,gideon rodan,taught at,university connecticut school dental medicine,tier2_semantic,0.9526
xm,may suspended,opie anthony,xm,suspended for 30 days,opie anthony,tier2_semantic,0.9525
villages,located,industrial sites,villages,located close to,industrial sites,tier2_semantic,0.9522
ammanford rfc,play,welsh rugby union leagues,rugby union team ammanford rfc,play in,welsh rugby union leagues,tier2_semantic,0.952
courtelary,mentioned as,curtis alerici,courtelary,first mentioned as,curtis alerici,tier2_semantic,0.9517
hawker pacific aerospace,offers,hydraulic mro services,hawker pacific aerospace,offers,hydraulic mro services all major aircraft types,tier2_semantic,0.9513
ammanford f c,play,welsh football league second division,local football team ammanford f c,play in,welsh football league second division,tier2_semantic,0.9511
spennymoor town f c,may,main local football team,spennymoor town f c,the main,football team,tier2_semantic,0.9511
hofmann,born,salt lake city,hofmann,born,salt lake city utah,tier2_semantic,0.951
organizations,regulate,university collegiate athletics,two organizations,regulate,university athletics,tier2_semantic,0.9509
republicans,returned,home,many republicans,returned,home,tier2_semantic,0.9507
body,made of,kevlar,body,made of,carbon fiber kevlar,tier2_semantic,0.9507
alarm,formed,north wales,alarm,formed,rhyl north wales,tier2_semantic,0.9506
james arthur hogue,entered,princeton university,james arthur hogue,most famously entered,princeton university,tier2_semantic,0.9505
rcpo,concluded,858,rcpo,concluded,858 cases,tier2_semantic,0.9504
shrine,dedicated,mary,shrine,dedicated to the honour of,mary,tier2_semantic,0.9504
they,became,popular alternative rock band,they,became,popular alternative rock band 1980s,tier2_semantic,0.9504
battra,rested,arctic ocean,battra,rested in,arctic ocean,tier2_semantic,0.9501
sequences,control,nearby gene,sequences,control,transcription nearby gene,tier2_semantic,0.95
hiester,born,montgomery county,hiester,born,montgomery county pennsylvania,tier2_semantic,0.95
