pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
high court judges,referred to as,honourable mr mrs justice smith,high court judges,therefore referred to as,honourable mr mrs justice smith,tier2_semantic,0.9778
1h nmr spectra,can be acquired,16 repeats,good 1h nmr spectra,can be acquired with,16 repeats,tier2_semantic,0.9776
hill corps,consisted of,portuguese division,hill corps,usually consisted of,portuguese division,tier2_semantic,0.9774
sligo,became,incorporated municipal borough,sligo town,became,incorporated municipal borough,tier2_semantic,0.977
brady,attempts,phone sheriff,brady,attempts to phone,sheriff,tier2_semantic,0.9769
hoechst 33342,exhibits,10 fold greater cell permeability,hoechst 33342,exhibits,10 fold greater cell permeability h 33258,tier2_semantic,0.9766
she,relocates,florida,she,relocates to,florida,tier2_semantic,0.9766
he,took,124 wickets,he,also took,124 wickets,tier2_semantic,0.9766
tyabb airport,been operating,more thirty years,tyabb airport,been operating for,more thirty years,tier2_semantic,0.9765
building,occupied,united states high commissioner germany,united states high commissioner germany his staff,occupied,building,tier2_semantic,0.9764
character,notes,practical difficulties,character,notes,some practical difficulties,tier2_semantic,0.9764
shea,born in,san francisco,shea,born in,san francisco california,tier2_semantic,0.9763
original limited artist edition,published,1989,original limited artist edition 250,published,1989,tier2_semantic,0.9762
practice,results in,hyperinflation,practice,can result in,hyperinflation,tier2_semantic,0.9759
pakistan chrome mines ltd,incorporated,in,pakistan chrome mines ltd,incorporated in,islamic republic pakistan,tier2_semantic,0.9759
oilseed radish,can be used for,increase soil fertility,oilseed radish,can be grown to increase,soil fertility,tier2_semantic,0.9758
hazelwood,came through,invasion,hazelwood,came through untouched,invasion,tier2_semantic,0.9757
human tornado,allied with,eddie kingston,eddie kingston,an ally of,human tornado,tier2_semantic,0.9756
algeciras conference,solved,first moroccan crisis,algeciras conference,temporarily solved,first moroccan crisis,tier2_semantic,0.9756
2006 ram srt 10,came in,brilliant black crystal clear coat,redesigned 2006 ram srt 10,came in,brilliant black crystal clear coat,tier2_semantic,0.9749
barbara,miscarried,child,barbara,miscarried,her child,tier2_semantic,0.9747
stations,called,midsomer norton welton,stations,both called,midsomer norton welton,tier2_semantic,0.9746
latchford viaduct,closed,all traffic,latchford viaduct,finally closed to,all traffic,tier2_semantic,0.9746
kim,graduated,ballard high school,kim,graduated from,ballard high school,tier2_semantic,0.9745
crime master,finds out,this,crime master,finds out about,this,tier2_semantic,0.9745
alpha serpentis,marks,snake s heart,alpha serpentis,marks,snake s heart serpens,tier2_semantic,0.974
nc 111,diverges,greenwood boulevard,nc 111,diverges on,greenwood boulevard,tier2_semantic,0.9737
depauw university,awarded,doctor divinity,depauw university,awarded,degree doctor divinity,tier2_semantic,0.9736
cafeteria,located,sixth floor,cafeteria,also located,sixth floor,tier2_semantic,0.9735
bromodeoxyuridine,used to,detect dividing cells,hoechst,used to detect dividing cells,bromodeoxyuridine,tier2_semantic,0.9735
2006 ram srt 10,came in,mineral gray metallic,redesigned 2006 ram srt 10,came in,mineral gray metallic,tier2_semantic,0.9734
his works,cover,cartography,his works,in,cartography,tier2_semantic,0.9732
she,appeared in,television films,she,appeared in,two television films,tier2_semantic,0.973
mutation,gives,superhuman strength,mutation,gives him,superhuman strength,tier2_semantic,0.9726
hill corps,consisted of,william stewart s 2nd division,hill corps,usually consisted of,william stewart s 2nd division,tier2_semantic,0.9724
he,held,attorney general,he,held,post attorney general,tier2_semantic,0.9724
they,known as,northern territories,they,also known as,northern territories,tier2_semantic,0.9723
commissioners,supervise,providers,commissioners,would supervise,providers,tier2_semantic,0.9718
interpretations,become,more inward spiritual,interpretations,become more,spiritual,tier2_semantic,0.9717
she,served,nrotc units,she,served occasionally for,nrotc units,tier2_semantic,0.9716
comdr r m metcalf,commanded,greenfish,comdr r m metcalf,commanding,greenfish,tier2_semantic,0.9715
weapons,do not influence,other racers,weapons,do not influence at all,other racers,tier2_semantic,0.9715
john cecil masterman,chairman,twenty committee,john cecil masterman,chairman of,twenty committee,tier2_semantic,0.9715
staff,provides,family style home cooked dinner,staff,provides,home cooked dinner,tier2_semantic,0.9714
davidson township,located in,sullivan county,davidson township,in,sullivan county,tier2_semantic,0.9713
simpson,surrendered,police,simpson,surrendered to,police,tier2_semantic,0.9713
thermal expansion,causes,excess pressure,excess pressure,caused by,thermal expansion,tier2_semantic,0.9712
alan,behaves,strangely,alan,begins to,behave strangely,tier2_semantic,0.9712
he,re elected,u s senator,he,re elected,senator,tier2_semantic,0.9712
programs,created,non profits,programs,created by,non profits,tier2_semantic,0.9711
he,possesses,enhanced senses,he,also possesses,enhanced senses,tier2_semantic,0.971
chevalier,fulfilled,promise,chevalier,fulfilled,his promise,tier2_semantic,0.9708
beast,can outperform,olympic level athlete,beast,can outperform,any olympic level athlete,tier2_semantic,0.9707
cabinet secretaries,can be classified using,title,cabinet secretaries,classified using,title,tier2_semantic,0.9706
his works,cover,occult,his works,in,occult,tier2_semantic,0.9706
hapoel lod,played,top division,hapoel lod,played in,top division,tier2_semantic,0.9702
his works,cover,iconography,his works,in,iconography,tier2_semantic,0.97
flemish region,assigned,powers,flemish region,assigned,all its powers,tier2_semantic,0.9698
employees both companies,work,together,employees both companies,will work,together,tier2_semantic,0.9698
language,supplants,language b,language b,begins to supplant,language,tier2_semantic,0.9698
steinbrenner family,added,monument,steinbrenner family,added,monument honor steinbrenner,tier2_semantic,0.9698
commissioners,supervise,merchants,commissioners,would supervise,merchants,tier2_semantic,0.9697
stuart pretenders,aided,britain s continental enemies,stuart pretenders,aided for,britain s continental enemies own ends,tier2_semantic,0.9697
joseph goebbels,closed,third reich theatres,joseph goebbels,closed,all theatres within third reich,tier2_semantic,0.9696
microbe,can survive,narrow ph range,microbe,can not survive outside,narrow ph range,tier2_semantic,0.9696
knievel,broke,arms,knievel,broke,his arms,tier2_semantic,0.9693
it,served with,homemade tauhu,it,best served with,homemade tauhu,tier2_semantic,0.9691
charleston courier,merged,charleston daily news,charleston courier charleston daily news,merged to form,news courier,tier2_semantic,0.9687
slave,might,fear cruel capricious master,slave,might fear,capricious master,tier2_semantic,0.9686
el camino high school,offers,g courses,el camino high school,offers,recommended g courses,tier2_semantic,0.9686
film,uses,computer generated graphics,film,uses,some computer generated graphics,tier2_semantic,0.9686
oberlin college,located in,ohio,oberlin college,in,ohio,tier2_semantic,0.9684
his works,cover,biology,his works,in,biology,tier2_semantic,0.9684
simpson,returned,mansion,simpson,returned to,his mansion,tier2_semantic,0.9683
syria,regained,something,it,regained by,syria,tier2_semantic,0.9682
sta,converted,flightworthy orbiter,sta,converted into,flightworthy orbiter,tier2_semantic,0.9681
oilseed radish,grows,cool climates,oilseed radish,grows well in,cool climates,tier2_semantic,0.968
second session,took place,november 12 1960,second session,taking place,november 12 1960,tier2_semantic,0.9679
dartmouth professors,attend,family style home cooked dinner,family style home cooked dinner,attended by,dartmouth professors,tier2_semantic,0.9677
policy,opposed,miners,policy,however opposed by,miners,tier2_semantic,0.9676
guy gardner,brought,new warworld,guy gardner,brought down,new warworld,tier2_semantic,0.9675
appalachian trail thru hikers,attend,family style home cooked dinner,family style home cooked dinner,attended by,appalachian trail thru hikers,tier2_semantic,0.9675
vice president,can be classified using,title,vice president,classified using,title,tier2_semantic,0.9675
diocese,erected as,prefecture apostolic hpyeng yang,diocese,originally erected as,prefecture apostolic hpyeng yang,tier2_semantic,0.9673
he,took,entire army,he,took his,entire army,tier2_semantic,0.9672
other people,can be classified using,title,people,can be classified using,title,tier2_semantic,0.9669
youth tournament,held,moscow,youth tournament,held in,russia,tier2_semantic,0.9669
vendors,launched,consumer oriented motherboards,major vendors,launched,several consumer oriented motherboards,tier2_semantic,0.9669
town,surrounding villages,were hit two moderate earthquakes,two moderate earthquakes,hit,town surrounding villages,tier2_semantic,0.9668
explosion,tore,hut,explosion,tore through,hut,tier2_semantic,0.9668
nasser,took control of,interior ministry post,nasser,took control of,interior ministry,tier2_semantic,0.9667
commissioners,supervise,accountants,commissioners,would supervise,accountants,tier2_semantic,0.9667
they,possess,eyelids,they,don t possess,eyelids,tier2_semantic,0.9666
it,started,modest beginnings,it,started from,modest beginnings,tier2_semantic,0.9666
robert charles jack russell,known,his abilities cricket wicketkeeping coach,robert charles jack russell mbe,now known for,his abilities cricket wicketkeeping coach,tier2_semantic,0.9666
samaritan ethnonym,not derived from,region samaria,samaritan ethnonym,according to samaritan tradition is not derived from,region samaria,tier2_semantic,0.9666
davis,switched,columbia record label,davis,switched to,major columbia record label,tier2_semantic,0.9666
he,able to,control his animal instincts,he,able to control,his animal instincts,tier2_semantic,0.9664
average magnetization vector,points,nonparallel direction,average magnetization vector,points in a,nonparallel direction,tier2_semantic,0.9664
kim,graduated,oberlin college,kim,graduated from,oberlin college,tier2_semantic,0.9663
university,banned,smoking its property,university,banned smoking,any its property,tier2_semantic,0.9663
john stewart,brought,new warworld,john stewart,brought down,new warworld,tier2_semantic,0.9662
philippine autonomy act 1916,provided for,greater autonomy philippines,philippine autonomy act 1916,provided for,greater autonomy philippines under american colonial rule,tier2_semantic,0.9661
false diamondback moths,known as,acrolepiidae,acrolepiidae family moths,also known as,false diamondback moths,tier2_semantic,0.9661
neighborhood,comprises,industrial residential harbor front area,neighborhood,comprises,older industrial harbor front area,tier2_semantic,0.966
beuerlein,connecting,29 42 attempts,beuerlein,connecting on,29 42 attempts,tier2_semantic,0.966
it,unintelligible,standard chinese,it,unintelligible with,standard chinese,tier2_semantic,0.966
commissioners,supervise,generals,commissioners,would supervise,generals,tier2_semantic,0.9659
canal de l ourcq,built,napoleonic era,canal de l ourcq,built,during napoleonic era,tier2_semantic,0.9657
main street tunnel,located in,ontario,main street tunnel,located in,welland ontario canada,tier2_semantic,0.965
davis,released,25 singles,davis,released,about 25 singles,tier2_semantic,0.9649
willie henderson,produced,big r b sellers,willie henderson,produced,davis big r b sellers,tier2_semantic,0.9647
university library,can be found,second floor,extension university library,can be found,second floor,tier2_semantic,0.9642
they,retained,loyal following present day,they,retaining,loyal following present day,tier2_semantic,0.964
robert charles jack russell,known,his abilities football goalkeeping coach,robert charles jack russell mbe,now known for,his abilities football goalkeeping coach,tier2_semantic,0.964
he,won,charminar,he,won from,charminar,tier2_semantic,0.964
siemens s70 light rail vehicles,used for,planned trax expansion,77 siemens s70 light rail vehicles,will support,planned trax expansion,tier2_semantic,0.9639
dartmouth students,attend,family style home cooked dinner,family style home cooked dinner,attended by,dartmouth students,tier2_semantic,0.9638
oilseed radish,can be used for,alleviate soil compaction,oilseed radish,can be grown to help alleviate,soil compaction,tier2_semantic,0.9637
