sent_id,sentence,Subject,Predicate,Object,drop_reason
sent_0098,It was club policy to promote talent into the senior team that was adopted by Bill Dimovski .,club,promotes,team,predicate_not_grounded
sent_0098,It was club policy to promote talent into the senior team that was adopted by Bill Dimovski .,Bill Dimovski,adopts,policy,predicate_not_grounded
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",I.I.T Madras,awarded,Master Degree,predicate_not_grounded
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",I.I.T Madras,awarded,Ph.d degree,predicate_not_grounded
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",Department of Aerospace engineering,awarded,Ph.d degree,predicate_not_grounded
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",She,studied,Controls,predicate_not_grounded
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",She,studied,Guidance,predicate_not_grounded
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",She,studied,Instrumentation,predicate_not_grounded
sent_0099,"She received her Master Degree in the field of Controls , Guidance and Instrumentation from I.I.T Madras and Ph.d degree from the department of Aerospace engineering .",She,studied,Aerospace engineering,predicate_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",grants,are,in,object_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",grants,of,shape,predicate_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",leases,have,small,predicate_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",leases,have,nominal,predicate_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",leases,have,ground rents,predicate_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",Proprietary,reserves,ground rents,predicate_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",ground rents,are,at,object_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",Michaelmas,is,the,object_not_grounded
sent_0100,"In colonial times all grants of land from the Lords Baltimore were in the shape of leases subject to small and nominal ground rents , reserved by the Proprietary , and payable annually at Michaelmas , the Feast of St. Michael and All Angels .",Michaelmas,is,of,object_not_grounded
sent_0102,"Since many of the rebbes of the Nadvorna Dynasty married relatives , many of the rebbes in this list are sons-in-law of other rebbes on the list .",rebbes,of,Nadvorna Dynasty,predicate_not_grounded
sent_0102,"Since many of the rebbes of the Nadvorna Dynasty married relatives , many of the rebbes in this list are sons-in-law of other rebbes on the list .",rebbes,of,other rebbes,predicate_not_grounded
sent_0104,"That method relies heavily on inductive logic , seeking to show that his Christian beliefs fit best with the evidence .",That method,seeks,show,predicate_not_grounded
sent_0104,"That method relies heavily on inductive logic , seeking to show that his Christian beliefs fit best with the evidence .",That method,seeks,evidence,predicate_not_grounded
sent_0108,"Later , it carried `` Monitor , '' the network 's very successful weekend radio service .",the network,had,weekend radio service,predicate_not_grounded
sent_0108,"Later , it carried `` Monitor , '' the network 's very successful weekend radio service .",the network,had,service,predicate_not_grounded
sent_0108,"Later , it carried `` Monitor , '' the network 's very successful weekend radio service .",the network,had,radio service,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,had,staff,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,had,building,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,building,had,United States High Commissioner for Germany,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,was in,building,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,building,was in,United States High Commissioner for Germany,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,stayed,building,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,building,stayed,United States High Commissioner for Germany,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,United States High Commissioner for Germany,resided,building,predicate_not_grounded
sent_0109,The United States High Commissioner for Germany and his staff occupied the building from 1949 to 1952 .,building,resided,United States High Commissioner for Germany,predicate_not_grounded
