sent_id,sentence,Subject,Predicate,Object
sent_0050,"The Institut Constant de Rebecque is a Swiss free-market , classical liberal and libertarian think tank founded in January 2005 in Lausanne , named after writer and political philosopher Benjamin Constant .",Institut Constant de Rebecque,named,Benjamin Constant
sent_0051,Owen and the French socialist Henri de Saint-Simon were the fathers of the utopian socialist movement ; they believed that the ills of industrial work relations could be removed by the establishment of small cooperative communities .,Owen,could believed,ills
sent_0051,Owen and the French socialist Henri de Saint-Simon were the fathers of the utopian socialist movement ; they believed that the ills of industrial work relations could be removed by the establishment of small cooperative communities .,Owen,could believed,industrial work relations
sent_0051,Owen and the French socialist Henri de Saint-Simon were the fathers of the utopian socialist movement ; they believed that the ills of industrial work relations could be removed by the establishment of small cooperative communities .,Owen,could believed,establishment
sent_0051,Owen and the French socialist Henri de Saint-Simon were the fathers of the utopian socialist movement ; they believed that the ills of industrial work relations could be removed by the establishment of small cooperative communities .,Henri de Saint-Simon,could believed,ills
sent_0051,Owen and the French socialist Henri de Saint-Simon were the fathers of the utopian socialist movement ; they believed that the ills of industrial work relations could be removed by the establishment of small cooperative communities .,Henri de Saint-Simon,could believed,industrial work relations
sent_0051,Owen and the French socialist Henri de Saint-Simon were the fathers of the utopian socialist movement ; they believed that the ills of industrial work relations could be removed by the establishment of small cooperative communities .,Henri de Saint-Simon,could believed,establishment
sent_0051,Owen and the French socialist Henri de Saint-Simon were the fathers of the utopian socialist movement ; they believed that the ills of industrial work relations could be removed by the establishment of small cooperative communities .,Henri de Saint-Simon,could was,utopian socialist movement
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,closed,all traffic
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,deemed,too expensive
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,deemed,too expensive to make extensive repairs
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,operational,it was deemed too expensive to make extensive repairs
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,operational,it was deemed too expensive
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,operational,keep latchford viaduct operational
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,operational,keep latchford viaduct operational
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,too expensive,to make extensive repairs
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,too expensive,make extensive repairs
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,too expensive,extensive repairs
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,too expensive,repairs
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",Latchford viaduct,july 1985,closed
sent_0052,"It finally closed to all traffic in July 1985 , when it was deemed too expensive to make extensive repairs to keep Latchford viaduct operational .",July 1985,closed,Latchford viaduct
sent_0053,"The previous champions in 2005 were Kilmacud Crokes , who were knocked out of the 2006 competition at the semi-final stage .",Kilmacud Crokes,were,champions
sent_0053,"The previous champions in 2005 were Kilmacud Crokes , who were knocked out of the 2006 competition at the semi-final stage .",Kilmacud Crokes,were,knocked out
sent_0054,"That night , 300 soldiers of the 1st SS Battalion were able to reinforce the hotel and defeat several attacks on the building .",300 soldiers,were,1st SS Battalion
sent_0054,"That night , 300 soldiers of the 1st SS Battalion were able to reinforce the hotel and defeat several attacks on the building .",300 soldiers,reinforce,hotel
sent_0054,"That night , 300 soldiers of the 1st SS Battalion were able to reinforce the hotel and defeat several attacks on the building .",1st SS Battalion,were,300 soldiers
sent_0054,"That night , 300 soldiers of the 1st SS Battalion were able to reinforce the hotel and defeat several attacks on the building .",300 soldiers,defeat,several attacks
sent_0054,"That night , 300 soldiers of the 1st SS Battalion were able to reinforce the hotel and defeat several attacks on the building .",several attacks,were,300 soldiers
sent_0054,"That night , 300 soldiers of the 1st SS Battalion were able to reinforce the hotel and defeat several attacks on the building .",hotel,were,300 soldiers
